@relation features

@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric

@attribute Class{3,4}
@DATA

45.68061411	45.68061411	2086.718506	56.68098777	3212.734375	33.1991505	1102.183594	51.9040205	2694.027344	51.9040205	2694.027344	38.90372733	1513.5	15.35211712	235.6875	16.28985497	265.359375	21.3585463	456.1875	15.3195137	234.6875	4
45.68061411	45.03192227	2027.874023	34.63199388	1199.375	38.14686873	1455.183594	41.58706981	1729.484375	41.58706981	1729.484375	39.25875698	1541.25	43.11249819	1858.6875	24.73579138	611.859375	26.69737815	712.75	8.954747344	80.1875	3
45.68061411	26.9685101	727.3005371	17.26527856	298.0898438	34.53977553	1192.996094	21.52868726	463.484375	21.52868726	463.484375	18.72122792	350.484375	22.74278732	517.234375	18.5691276	344.8125	8.61684397	74.25	21.70829335	471.25	3
45.68061411	22.57710313	509.7255859	20.79578909	432.4648438	1.111024302	1.234375	21.75565659	473.3085938	21.75565659	473.3085938	19.39716474	376.25	2.260392665	5.109375	5.276347577	27.83984375	1.118033989	1.25	5.584576976	31.1875	3
48.36712377	2339.378662	37.2424489	1387	21.69101196	470.5	16.91603806	286.1523438	16.91603806	286.1523438	34.73740779	1206.6875	43.38130358	1881.9375	37.40801218	1399.359375	23.87467277	570	31.3289004	981.5	146.75	3
48.36712377	11.08109974	122.7907715	0.330718914	0.109375	20.32538053	413.1210938	0.998044964	0.99609375	0.998044964	0.99609375	2.471714992	6.109375	0.433012702	0.1875	1.479019946	2.1875	0.433012702	0.1875	0.5	0.25	3
48.36712377	38.38777271	1473.621094	27.28667257	744.5625	41.15804144	1693.984375	46.81742297	2191.871094	46.81742297	2191.871094	33.87107911	1147.25	27.68771162	766.609375	30.17216225	910.359375	14.54948453	211.6875	27.8062493	773.1875	3
48.36712377	38.16652452	1456.683594	1.984313483	3.9375	37.52702151	1408.277344	3.454503401	11.93359375	3.454503401	11.93359375	37.71418003	1422.359375	4.060095442	16.484375	26.91160298	724.234375	4.145780988	17.1875	10.30776406	106.25	3
48.36712377	40.24756155	1619.866211	37.61311066	1414.746094	29.30230366	858.625	37.9769667	1442.25	37.9769667	1442.25	36.32836357	1319.75	31.8980309	1017.484375	33.37564372	1113.933594	36.89512163	1361.25	41.70431632	1739.25	3
47.26483729	2233.964844	25.40638453	645.484375	27.00166372	729.0898438	34.73628326	1206.609375	34.73628326	1206.609375	29.87369244	892.4375	45.1379829	2037.4375	45.86763395	2103.839844	17.47140521	305.25	5.804093383	33.6875	821.8125	3
47.26483729	31.98094754	1022.781006	10.30700611	106.234375	8.649196133	74.80859375	26.23213678	688.125	26.23213678	688.125	12.02081528	144.5	22.22575927	493.984375	24.7802845	614.0625	8.845903006	78.25	2.586020108	6.6875	4
47.26483729	32.91777383	1083.579834	16.25769049	264.3125	33.62662635	1130.75	33.88929588	1148.484375	33.88929588	1148.484375	20.99851185	440.9375	28.603977	818.1875	24.87711988	618.8710938	21.15862708	447.6875	12.6984251	161.25	4
47.26483729	28.76660102	827.517334	12.99263614	168.8085938	37.54081113	1409.3125	27.90154286	778.4960938	27.90154286	778.4960938	24.86431932	618.234375	19.61783309	384.859375	23.20156245	538.3125	9.433981132	89	24.58658171	604.5	4
47.26483729	29.35596125	861.7724609	31.47394756	990.609375	24.21001859	586.125	22.30155544	497.359375	22.30155544	497.359375	23.92697223	572.5	13.89919062	193.1875	30.6832991	941.4648438	7.327175445	53.6875	23.66960076	560.25	4
47.26483729	34.35251751	1180.095459	34.16961369	1167.5625	36.06152512	1300.433594	28.44484795	809.109375	28.44484795	809.109375	27.9094518	778.9375	25.17904635	633.984375	28.66727228	821.8125	17.741195	314.75	16.14581989	260.6875	4
31.92555733	1019.241211	34.503623	1190.5	9.069178574	82.25	30.67062927	940.6875	30.67062927	940.6875	29.31190031	859.1875	30.35596111	921.484375	21.18667034	448.875	26.33794791	693.6875	7.154544011	51.1875	64.25	3
31.92555733	23.46585264	550.6462402	17.71905313	313.9648438	14.39129511	207.109375	25.91452296	671.5625	25.91452296	671.5625	19.09679292	364.6875	21.25698415	451.859375	17.0164213	289.5585938	15.9608897	254.75	12.35920709	152.75	3
31.92555733	29.11990299	847.96875	35.44444376	1256.308594	26.06354914	679.3085938	22.54024179	508.0625	22.54024179	508.0625	19.84589063	393.859375	28.04432875	786.484375	25.73110654	662.0898438	30.53276928	932.25	12.00780996	144.1875	4
26.22431779	26.22431779	687.7148438	17.22178399	296.5898438	11.20755883	125.609375	10.76960422	115.984375	10.76960422	115.984375	24.07767379	579.734375	18.64428532	347.609375	26.23183896	688.109375	6.442049363	41.5	27.30727925	745.6875	4
26.22431779	22.59024869	510.3193359	12.27739284	150.734375	22.36338735	500.1210938	24.17376871	584.3710938	24.17376871	584.3710938	14.80656527	219.234375	12.07204933	145.734375	20.70892018	428.859375	4.924428901	24.25	19.11805429	365.5	3
26.22431779	36.47066123	1330.109131	27.26712478	743.4960938	24.20477419	585.8710938	40.05577167	1604.464844	40.05577167	1604.464844	21.914607	480.25	28.23312549	797.109375	26.7370734	714.8710938	22.23173408	494.25	21.3585463	456.1875	3
